iter	RMSE
176	0.08701428763
177	0.08690907544
178	0.08665310287
179	0.08616873055
180	0.08581081795
181	0.08552101211
182	0.08506183057
183	0.08475505499
184	0.08463365738
185	0.08446095716
186	0.08407732448
187	0.08390225061
188	0.08362273731
189	0.08331360967
190	0.08298765405
191	0.08288757511
192	0.08267909251
193	0.08253098835
194	0.08235995279
195	0.08207530358
196	0.08180574349
197	0.08154664044
198	0.08125476673
199	0.08097855066
200	0.0807661051
201	0.08055698895
202	0.08029256195
203	0.08010205664
204	0.07983981492
205	0.07959545129
206	0.07936662906
207	0.0790659832
208	0.07892848193
209	0.07869026495
210	0.0784561453
211	0.07836477527
212	0.07814879564
213	0.07792861231
214	0.07773827864
215	0.07745376706
216	0.0773931646
217	0.07710559263
218	0.07677333089
219	0.07669029231
220	0.07642761981
221	0.07617862764
222	0.07605890846
223	0.07588120475
224	0.07578699556
225	0.07556269095
226	0.07550224161
227	0.07521027952
228	0.07496218639
229	0.07473519977
230	0.07452510176
231	0.07433921329
232	0.07402210421
233	0.07388953115
234	0.07370324606
235	0.07343341336
236	0.07325005879
237	0.07306723517
238	0.07284298566
239	0.07271092803
240	0.07264549363
241	0.07249306882
242	0.07228488245
243	0.07209047571
244	0.07194606567
245	0.07177887612
246	0.07149464688
247	0.07126469431
248	0.07121583276
249	0.07100429881
250	0.07077763258
251	0.07061068134
252	0.07047553879
253	0.07042737327
254	0.07029426302
255	0.07025517608
256	0.07021908855
257	0.06999409197
258	0.06967647034
259	0.06951121195
260	0.06936991375
261	0.06933429146
262	0.06908485804
263	0.06902523976
264	0.06890517458
265	0.06873433983
266	0.06849278863
267	0.06822753212
268	0.06810842507
269	0.06795204474
270	0.06778179877
271	0.0676776216
272	0.06747512928
273	0.06743114408
274	0.06727499119
275	0.06713494764
276	0.06696927898
277	0.06694121443
278	0.0668036605
279	0.06676201504
280	0.06670312679
281	0.06652283061
282	0.06632539053
283	0.06616176871
284	0.06603126032
285	0.06587459811
286	0.06563398725
287	0.06541816548
288	0.06526514165
289	0.06524077099
290	0.0650388177
291	0.06484511629
292	0.06481942972
293	0.06465186399
294	0.06454536261
295	0.06438304254
296	0.06417666857
297	0.06402101571
298	0.06385477164
299	0.06365492101
300	0.06350077877
301	0.06337606672
302	0.06335224484
303	0.06318780644
304	0.06307392144
305	0.06290330736
306	0.06277970753
307	0.06270835476
308	0.06258267923
309	0.06255589151
310	0.06231954924
311	0.06212362454
312	0.0620422597
313	0.06187311744
314	0.06170107016
315	0.06149764874
316	0.06139507856
317	0.06129637997
318	0.06118568787
319	0.06104812928
320	0.0609364368
321	0.06076467243
322	0.06058943683
323	0.06050679971
324	0.06033106177
325	0.06017827193
326	0.06004988618
327	0.05989276751
328	0.05972956301
329	0.05962162226
330	0.05954874111
331	0.05941780116
332	0.05934201305
333	0.05916224939
334	0.05905213887
335	0.05893265032
336	0.05888309826
337	0.0587188592
338	0.05860863752
339	0.05849113815
340	0.05842276762
341	0.05824292478
342	0.05808901664
343	0.05792296449
344	0.0578728029
345	0.05785354233
346	0.0577656079
347	0.05763837537
348	0.05752336136
349	0.05742974117
350	0.05737799055
351	0.0572550038
352	0.05713910214
353	0.05702340378
354	0.05682346675
355	0.05668114994
356	0.05650318106
357	0.05630093655
358	0.05613259085
359	0.05602805625
360	0.05592489025
361	0.0557913896
362	0.05570718228
363	0.05552237543
364	0.05540641365
365	0.05530566364
366	0.05516970874
367	0.0550078013
368	0.05489425623
369	0.05476007098
370	0.05466379513
371	0.05452533116
372	0.05438843302
373	0.05430565468
374	0.05421270396
375	0.05401564476
376	0.05386832769
377	0.05374433813
378	0.05367068359
379	0.05358436343
380	0.05341084922
381	0.05338693491
382	0.05325378383
383	0.05314105617
384	0.05301947341
385	0.05291795318
386	0.05279023967
387	0.05268521319
388	0.05255488194
389	0.05249290744
390	0.05241725428
391	0.0523131703
392	0.05222598432
393	0.05213905089
394	0.05205782407
395	0.05197641161
396	0.05189438969
397	0.05187718165
398	0.05178192098
399	0.05160922131
400	0.05146804997
401	0.05145120823
402	0.05130906522
403	0.05115022573
404	0.05106619603
405	0.05098833868
406	0.05090588268
407	0.05081359638
408	0.05073315438
409	0.05065982435
410	0.05056386659
411	0.05044741387
412	0.0503546688
413	0.05022129636
414	0.05013868922
415	0.04996969858
416	0.04986422934
417	0.04975354517
418	0.04962010158
419	0.04947700449
420	0.04943964338
421	0.04929647814
422	0.0492760008
423	0.04924069056
424	0.04911545578
425	0.04904796547
426	0.04895707842
427	0.04884479448
428	0.04883121113
429	0.04873308865
430	0.04865875375
431	0.04858163476
432	0.04847572544
433	0.0483852471
434	0.04827506646
435	0.04812461484
436	0.04801324206
437	0.04788893405
438	0.04782341288
439	0.04775001823
440	0.04768690669
441	0.04767555597
442	0.04749069738
443	0.04740508501
444	0.0473138151
445	0.04724075827
446	0.04709742145
447	0.04699308054
448	0.04689098701
449	0.04679944802
450	0.04669184654
451	0.04662395945
452	0.04653642677
453	0.04648418857
454	0.04638611478
455	0.04625967192
456	0.04620029879
457	0.046090095
458	0.0460800651
459	0.04594449941
460	0.04583328497
461	0.04573137457
462	0.04569659013
463	0.0456553158
464	0.04556052497
465	0.04555077652
466	0.0454440328
467	0.04543501829
468	0.04537896746
469	0.04530603053
470	0.04529699802
471	0.0452153477
472	0.0450808136
473	0.0450725385
474	0.04499132905
475	0.04493268531
476	0.04486744198
477	0.0447448854
478	0.04473679226
479	0.04466487351
480	0.04452272927
481	0.04445721694
482	0.04441913862
483	0.04440734648
484	0.04433856471
485	0.04426499754
486	0.0442009738
487	0.0441671356
488	0.04407742315
489	0.04398925246
490	0.04393000966
491	0.04378168611
492	0.0436552463
493	0.04357591582
494	0.04352154636
495	0.04340187118
496	0.04332374101
497	0.0432432776
498	0.04316780318
499	0.04309407809
